Log,Attack Type,Source
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10085 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 466 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10655 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10395 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 422 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10212 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 477 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 9023 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 667 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10265 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 459 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 12112 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10721 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 462 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10818 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10897 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 496 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 503 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 485 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 481 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10165 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10178 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10468 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 468 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 521 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 472 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 11241 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 453 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 439 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 470 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 11836 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10279 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 490 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 452 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0.00 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 10502 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 8080 | Protocol: 6 | Flow Duration: 8952 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 326 | TotLen Bwd Pkts: 129.00 | Fwd Pkt Len Max: 326 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 108.67 | Fwd Pkt Len Std: 188.22 | Bwd Pkt Len Max: 112,Bot,03-02-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 35 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 264 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-23-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 461 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-23-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 18 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 19 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 3 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 384 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-23-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 13 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 3 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
